source,target,weight
3429961,7257797,1
610645,5164408,1
5394409,1521658,1
2975106,4907296,1
1927483,6649622,1
2521199,886289,1
2521199,1521658,1
3432988,2329291,1
5945863,3100377,1
864537,7170514,1
864537,5372796,1
5537561,6238214,1
7197198,196867,2
6952876,1383421,1
2881099,5422848,1
2005908,994058,1
6399359,994188,1
1940090,773899,1
778208,6468513,1
4665742,880905,1
6378270,6468513,1
25692,4907296,1
25692,2380669,1
3513855,3876399,1
3779547,2020567,1
5330855,1556739,1
5330855,3764835,1
5592885,3195154,1
4487727,6398831,1
4487727,974129,1
4487727,4142190,2
6671963,582989,1
6671963,5606221,1
389127,1521658,1
6695877,3234346,1
6695877,6368016,1
1981896,1521658,1
1714334,2329291,1
3743437,1521658,1
2036529,6448658,1
2708301,1393172,1
6962518,777628,1
4953603,5949176,1
4953603,6373634,1
3740611,7207032,1
5951364,4521649,1
5569052,6468513,1
5569052,1830226,1
4562792,7012966,1
5003020,7170514,1
5003020,3584586,1
5003020,2706036,1
5800995,2463302,1
531534,2329291,1
5624668,3518483,1
3897545,4552337,1
3897545,3412126,1
3897545,911100,1
3897545,4210964,1
3897545,3604832,1
3897545,523063,1
4297385,1521658,1
4132216,1039656,1
7355145,5963322,1
7355145,6649622,1
7355145,4696624,1
6257363,4973041,1
6257363,5330100,1
3139415,1103232,1
2514240,3227110,1
5263926,1808579,1
5263926,1961246,1
5263926,2801048,1
5263926,828030,1
5263926,4131944,1
388613,911100,1
4482187,7307558,3
4482187,379710,1
4482187,2221337,1
4903462,4907296,1
4126310,1457542,1
456704,4001720,1
3286951,6368016,1
5008455,6088768,1
7393371,2130883,1
7393371,6756046,1
7393371,1488442,1
7393371,7037287,1
7393371,2783840,1
7393371,5767838,1
7393371,3365098,1
7393371,1747567,1
7393371,4652428,1
7393371,6094028,1
7393371,4298783,1
7393371,5507191,1
7393371,3511921,1
7393371,3269046,1
7393371,1699886,1
7393371,3061258,1
7393371,4715019,1
7393371,7318180,1
7393371,523063,1
7393371,1736348,2
7393371,853603,1
7393371,1772548,1
7393371,6176147,2
7393371,3236210,1
7393371,1169973,1
7393371,2331987,1
7393371,4026620,1
7393371,3208497,1
7393371,4384757,1
7393371,2550493,1
7393371,1238814,1
7393371,4408325,1
7185331,4609123,1
3233340,5389894,2
3294054,4886364,1
6638874,7182971,1
6638874,1521658,1
6972505,1521658,1
4898582,2350714,1
2414049,2521197,1
2870180,2057263,1
323296,2376811,1
323296,6448658,1
323296,4427576,1
323296,1143339,1
323296,5384038,1
7354807,1359756,1
3869875,1758203,1
3286993,2380669,1
1113595,4464575,1
6727612,6310419,1
4957691,4623652,1
7400513,2896330,1
2048240,3116586,1
